winnowing_similarity,shared_fragment_coverage,token_overlap_ratio,ast_depth_difference,fingerprint_jaccard,small_kgram_jaccard,node_type_cosine,token_sequence_ratio,length_ratio,label,file_a,file_b
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_20\variant_2.py,data\reverse_string__snip_20\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\max_in_list__snip_20\original.py,data\max_in_list__snip_20\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_17\variant_3.py,data\max_in_list__snip_17\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.1,0.9038912706004089,0.4339622641509434,0.39473684210526316,0,data\fibonacci__snip_17\variant_2.py,data\max_in_list__snip_10\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_palindrome__snip_16\original.py,data\is_palindrome__snip_16\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\is_palindrome__snip_07\variant_1.py,data\is_palindrome__snip_07\variant_4.py
0.5833333333333334,0.793939393939394,0.3617021276595745,0.07142857142857142,0.4,0.6065573770491803,0.9975135543703816,0.9618320610687023,0.9848484848484849,0,data\is_prime__snip_03\original.py,data\is_prime__snip_15\variant_1.py
0.5263157894736842,0.8569545154911009,0.3706293706293706,0.0,0.3389830508474576,0.625,0.9947707334737811,0.9316239316239316,0.9024390243902439,1,data\fibonacci__snip_05\original.py,data\fibonacci__snip_05\variant_3.py
0.6470588235294118,0.8408199643493761,0.4608695652173913,0.0,0.4583333333333333,0.7317073170731707,0.9961352094486405,0.9433962264150944,0.9272727272727272,1,data\is_prime__snip_13\variant_2.py,data\is_prime__snip_13\variant_4.py
0.8888888888888888,0.8888888888888888,0.6867469879518072,0.0,0.8,0.7971014492753623,0.999425617461229,0.9829059829059829,1.0,1,data\fibonacci__snip_10\variant_2.py,data\fibonacci__snip_10\variant_3.py
0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.9153981568776284,0.48226950354609927,0.9583333333333334,0,data\is_palindrome__snip_08\variant_2.py,data\max_in_list__snip_05\variant_1.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.0851063829787234,0.9153736112823612,0.4803921568627451,0.8053097345132744,0,data\reverse_string__snip_14\variant_4.py,data\is_prime__snip_14\original.py
0.0,0.0,0.0,0.1,0.0,0.029411764705882353,0.9430081842777379,0.5621621621621622,0.6517857142857143,0,data\reverse_string__snip_19\original.py,data\is_palindrome__snip_18\variant_1.py
0.0,0.0,0.0,0.0,0.0,0.06956521739130435,0.9655977347182538,0.27312775330396477,0.8455284552845529,0,data\is_prime__snip_02\variant_2.py,data\reverse_string__snip_05\variant_2.py
0.8,0.8965648854961832,0.6493506493506493,0.07692307692307693,0.625,0.6166666666666667,0.9985966136183487,0.9655172413793104,0.9923664122137404,0,data\is_prime__snip_03\variant_1.py,data\is_prime__snip_18\original.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_04\original.py,data\reverse_string__snip_04\variant_1.py
0.06666666666666667,0.6037735849056604,0.05405405405405406,0.0,0.03333333333333333,0.6595744680851063,0.9941736258663695,0.8679245283018868,1.0,1,data\reverse_string__snip_04\variant_2.py,data\reverse_string__snip_04\variant_4.py
0.0,0.0,0.0,0.3,0.0,0.07894736842105263,0.7638034956224434,0.16822429906542055,0.15053763440860216,0,data\reverse_string__snip_01\variant_2.py,data\is_palindrome__snip_11\variant_3.py
0.47619047619047616,0.5569620253164557,0.32608695652173914,0.0,0.30303030303030304,0.6938775510204082,0.9972844534962663,0.9240506329113924,1.0,1,data\max_in_list__snip_11\original.py,data\max_in_list__snip_11\variant_2.py
1.0,0.9826086956521739,0.9436619718309859,0.0,0.9615384615384616,0.9130434782608695,0.9990543071285027,0.9823008849557522,0.9652173913043478,1,data\is_palindrome__snip_15\original.py,data\is_palindrome__snip_15\variant_3.py
0.0,0.0,0.0,0.1,0.0,0.4864864864864865,0.9736781623431252,0.6521739130434783,0.7037037037037037,0,data\reverse_string__snip_17\variant_3.py,data\reverse_string__snip_16\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.9746137106814329,0.391304347826087,0.9166666666666666,0,data\fibonacci__snip_16\variant_2.py,data\fibonacci__snip_17\variant_4.py
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_01\original.py,data\reverse_string__snip_01\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\reverse_string__snip_03\variant_2.py,data\reverse_string__snip_03\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.058823529411764705,0.8824048580817854,0.3492063492063492,0.4318181818181818,0,data\fibonacci__snip_17\variant_4.py,data\is_palindrome__snip_16\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.899850153055173,0.6,0.7142857142857143,0,data\max_in_list__snip_18\variant_4.py,data\max_in_list__snip_06\variant_1.py
0.0,0.0,0.0,0.38461538461538464,0.0,0.09195402298850575,0.949369622622369,0.49333333333333335,0.8987341772151899,0,data\max_in_list__snip_11\variant_4.py,data\fibonacci__snip_12\variant_4.py
0.0,0.0,0.0,0.38461538461538464,0.0,0.06593406593406594,0.8922653335176269,0.2594594594594595,0.35036496350364965,0,data\reverse_string__snip_08\variant_1.py,data\is_prime__snip_17\original.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.02857142857142857,0.923431570934244,0.35874439461883406,0.9910714285714286,0,data\is_palindrome__snip_18\variant_2.py,data\fibonacci__snip_05\variant_1.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.2028985507246377,0.9695053123773677,0.5529411764705883,0.6831683168316832,0,data\reverse_string__snip_13\variant_1.py,data\reverse_string__snip_11\original.py
0.7931034482758621,0.9603960396039604,0.6435643564356436,0.0,0.575,0.8243243243243243,0.9962115377594458,0.9587628865979382,0.9207920792079208,1,data\fibonacci__snip_14\variant_2.py,data\fibonacci__snip_14\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_palindrome__snip_02\variant_1.py,data\is_palindrome__snip_02\variant_3.py
0.0,0.0,0.0,0.46153846153846156,0.0,0.07352941176470588,0.9278701091338666,0.45614035087719296,0.4430379746835443,0,data\max_in_list__snip_11\variant_3.py,data\max_in_list__snip_06\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_03\variant_2.py,data\fibonacci__snip_03\variant_3.py
0.7222222222222222,0.9855072463768116,0.5714285714285714,0.0,0.5416666666666666,0.8620689655172413,0.9984779299847792,0.9855072463768116,1.0,1,data\is_palindrome__snip_08\variant_1.py,data\is_palindrome__snip_08\variant_4.py
0.0,0.0,0.0,0.08333333333333333,0.0,0.05263157894736842,0.9190963966600016,0.2620320855614973,0.4782608695652174,0,data\is_prime__snip_10\original.py,data\reverse_string__snip_20\variant_4.py
0.0,0.0,0.0,0.2727272727272727,0.0,0.08421052631578947,0.8853523501360026,0.2871287128712871,0.6694214876033058,0,data\fibonacci__snip_07\original.py,data\reverse_string__snip_09\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.9259858526247743,0.5106382978723404,0.9583333333333334,0,data\is_palindrome__snip_03\variant_4.py,data\max_in_list__snip_05\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.06153846153846154,0.8046867641635967,0.24719101123595505,0.2535211267605634,0,data\fibonacci__snip_03\variant_4.py,data\reverse_string__snip_01\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_03\original.py,data\is_prime__snip_03\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\is_palindrome__snip_07\variant_1.py,data\is_palindrome__snip_07\variant_2.py
0.8214285714285714,0.9587628865979381,0.5955056179775281,0.0,0.6216216216216216,0.8115942028985508,0.9950044563777428,0.956989247311828,0.9175257731958762,1,data\fibonacci__snip_18\original.py,data\fibonacci__snip_18\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1,data\is_palindrome__snip_12\variant_1.py,data\is_palindrome__snip_12\variant_3.py
0.125,0.3362573099415205,0.015873015873015872,0.0,0.043478260869565216,0.3684210526315789,0.9242512913403567,0.8043478260869565,0.7037037037037037,1,data\max_in_list__snip_14\original.py,data\max_in_list__snip_14\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1,data\is_palindrome__snip_06\original.py,data\is_palindrome__snip_06\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\reverse_string__snip_17\variant_1.py,data\reverse_string__snip_17\variant_2.py
0.9166666666666666,0.9111111111111111,0.75,0.0,0.7857142857142857,0.75,0.9874139365988065,0.9333333333333333,1.0,1,data\is_palindrome__snip_20\variant_3.py,data\is_palindrome__snip_20\variant_4.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.027777777777777776,0.8573298306244485,0.2777777777777778,0.2413793103448276,0,data\fibonacci__snip_13\variant_1.py,data\is_palindrome__snip_12\variant_2.py
0.0,0.0,0.0,0.2,0.0,0.014492753623188406,0.8001120380048582,0.3684210526315789,0.9387755102040817,0,data\max_in_list__snip_08\original.py,data\is_prime__snip_19\variant_1.py
0.2857142857142857,0.585139318885449,0.1891891891891892,0.0,0.14285714285714285,0.7142857142857143,0.9841432881932927,0.9444444444444444,0.8947368421052632,1,data\is_palindrome__snip_06\original.py,data\is_palindrome__snip_06\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_palindrome__snip_16\variant_1.py,data\is_palindrome__snip_16\variant_2.py
0.0,0.0,0.0,0.23076923076923078,0.0,0.08333333333333333,0.8503354018653829,0.672645739910314,0.7153846153846154,0,data\is_palindrome__snip_11\variant_2.py,data\is_prime__snip_03\original.py
0.0,0.0,0.0,0.2727272727272727,0.0,0.03305785123966942,0.8017749609183203,0.24644549763033174,0.773109243697479,0,data\is_prime__snip_19\variant_1.py,data\is_palindrome__snip_13\variant_3.py
0.45454545454545453,0.5140086206896551,0.2,0.1111111111111111,0.23809523809523808,0.5357142857142857,0.9837403090912538,0.8679245283018868,0.8275862068965517,1,data\reverse_string__snip_08\variant_1.py,data\reverse_string__snip_08\variant_2.py
0.0,0.0,0.0,0.1,0.0,0.04411764705882353,0.9183052459593692,0.48148148148148145,0.7704918032786885,0,data\is_palindrome__snip_03\original.py,data\max_in_list__snip_03\original.py
0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.8076883774213043,0.47619047619047616,0.9090909090909091,0,data\reverse_string__snip_02\variant_3.py,data\reverse_string__snip_03\variant_4.py
0.0,0.0,0.0,0.2,0.0,0.030303030303030304,0.793079920388419,0.26804123711340205,0.22784810126582278,0,data\is_palindrome__snip_01\variant_2.py,data\is_prime__snip_07\variant_2.py
0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.9807286766993385,0.5504587155963303,0.6515151515151515,0,data\max_in_list__snip_12\variant_2.py,data\max_in_list__snip_19\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.08,0.9177330827640074,0.5112781954887218,0.4943820224719101,0,data\is_palindrome__snip_09\variant_3.py,data\fibonacci__snip_18\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_06\variant_1.py,data\reverse_string__snip_06\variant_3.py
0.0,0.0,0.0,0.36363636363636365,0.0,0.125,0.9302689799332466,0.291970802919708,0.17094017094017094,0,data\reverse_string__snip_06\variant_1.py,data\max_in_list__snip_04\original.py
0.8285714285714286,0.8648648648648649,0.6808510638297872,0.0,0.6904761904761905,0.7142857142857143,0.999673735725938,0.9819819819819819,1.0,1,data\fibonacci__snip_19\original.py,data\fibonacci__snip_19\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\fibonacci__snip_07\original.py,data\fibonacci__snip_07\variant_1.py
0.8148148148148148,0.8822560272392772,0.6190476190476191,0.0,0.6285714285714286,0.6507936507936508,0.9974780762978381,0.9555555555555556,0.9424460431654677,1,data\is_prime__snip_18\original.py,data\is_prime__snip_18\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1,data\fibonacci__snip_10\original.py,data\fibonacci__snip_10\variant_2.py
0.4642857142857143,0.8670948616600791,0.3103448275862069,0.0,0.2826086956521739,0.7887323943661971,0.9984510462611638,0.6111111111111112,0.9565217391304348,1,data\fibonacci__snip_07\variant_2.py,data\fibonacci__snip_07\variant_4.py
0.2,0.7173489278752436,0.06666666666666667,0.0,0.08333333333333333,0.4716981132075472,0.9276871697468264,0.8260869565217391,0.7037037037037037,1,data\max_in_list__snip_14\variant_2.py,data\max_in_list__snip_14\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1,data\reverse_string__snip_19\variant_2.py,data\reverse_string__snip_19\variant_3.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_17\variant_2.py,data\max_in_list__snip_17\variant_3.py
0.0,0.0,0.0,0.2727272727272727,0.0,0.08695652173913043,0.903557656354128,0.39436619718309857,0.40594059405940597,0,data\reverse_string__snip_13\variant_2.py,data\is_prime__snip_01\original.py
0.0,0.0,0.0,0.0,0.0,0.18421052631578946,0.944298704744493,0.5454545454545454,0.6575342465753424,0,data\reverse_string__snip_12\variant_4.py,data\reverse_string__snip_08\variant_1.py
0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.9204316078840908,0.5272727272727272,0.5942028985507246,0,data\max_in_list__snip_17\original.py,data\reverse_string__snip_11\variant_2.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.1,0.9490623016456445,0.49230769230769234,0.7808219178082192,0,data\reverse_string__snip_16\variant_2.py,data\reverse_string__snip_12\variant_4.py
0.8518518518518519,1.0,0.7303370786516854,0.0,0.696969696969697,0.953125,0.9989902043555225,0.978021978021978,0.956989247311828,1,data\fibonacci__snip_14\original.py,data\fibonacci__snip_14\variant_3.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.03614457831325301,0.8824534590395439,0.3106796116504854,0.5846153846153846,0,data\is_prime__snip_09\variant_2.py,data\max_in_list__snip_14\variant_4.py
0.47619047619047616,0.61327727986695,0.23076923076923078,0.23076923076923078,0.2564102564102564,0.3670886075949367,0.9788669272301305,0.6296296296296297,0.5766423357664233,0,data\is_prime__snip_17\variant_1.py,data\is_prime__snip_07\variant_2.py
1.0,0.980952380952381,0.9298245614035088,0.0,0.9583333333333334,0.9069767441860465,0.9984862455559014,0.9805825242718447,0.9619047619047619,1,data\reverse_string__snip_13\variant_1.py,data\reverse_string__snip_13\variant_4.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.07894736842105263,0.9457480640862975,0.36942675159235666,0.57,0,data\fibonacci__snip_16\variant_4.py,data\reverse_string__snip_16\variant_1.py
0.0,0.1304742455184933,0.008547008547008548,0.0,0.0,0.36065573770491804,0.9392706774875528,0.6,0.9658119658119658,0,data\reverse_string__snip_14\variant_4.py,data\reverse_string__snip_06\variant_1.py
0.8648648648648649,0.9655172413793103,0.6896551724137931,0.0,0.7111111111111111,0.8444444444444444,0.9975246882718515,0.9642857142857143,0.9310344827586207,1,data\fibonacci__snip_13\original.py,data\fibonacci__snip_13\variant_3.py
0.0,0.0,0.0,0.125,0.0,0.17647058823529413,0.924273556997772,0.5254237288135594,0.6164383561643836,0,data\reverse_string__snip_12\variant_4.py,data\reverse_string__snip_04\original.py
0.8235294117647058,0.9905660377358491,0.7083333333333334,0.0,0.6511627906976745,0.918918918918919,0.9987355646107595,0.9807692307692307,0.9622641509433962,1,data\is_prime__snip_13\variant_2.py,data\is_prime__snip_13\variant_3.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.07692307692307693,0.8971965111295026,0.26905829596412556,0.7022900763358778,0,data\is_prime__snip_18\original.py,data\is_prime__snip_19\variant_1.py
0.0,0.0,0.0,0.2,0.0,0.045454545454545456,0.9033076721742646,0.3675675675675676,0.9270833333333334,0,data\fibonacci__snip_15\variant_4.py,data\fibonacci__snip_14\variant_1.py
0.0,0.0,0.0,0.2222222222222222,0.0,0.0375,0.7717859743536054,0.31932773109243695,0.33707865168539325,0,data\fibonacci__snip_18\original.py,data\reverse_string__snip_15\variant_4.py
0.7368421052631579,0.8690526315789473,0.5441176470588235,0.0,0.5185185185185185,0.6976744186046512,0.997420128589903,0.9534883720930233,0.9398496240601504,1,data\fibonacci__snip_20\variant_1.py,data\fibonacci__snip_20\variant_4.py
0.23333333333333334,0.6381827209533266,0.11267605633802817,0.0,0.11666666666666667,0.4782608695652174,0.9388679742994348,0.7860696517412935,0.8962264150943396,0,data\is_prime__snip_14\variant_3.py,data\is_prime__snip_13\variant_3.py
0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.9195254860988568,0.3125,0.9047619047619048,0,data\fibonacci__snip_11\variant_1.py,data\fibonacci__snip_17\original.py
0.0,0.0,0.0,0.1,0.0,0.027777777777777776,0.9297113124614597,0.25,0.7857142857142857,0,data\is_palindrome__snip_18\variant_3.py,data\fibonacci__snip_15\original.py
0.8181818181818182,0.8276650907427177,0.6216216216216216,0.0,0.6923076923076923,0.734375,0.9972155506683759,0.9506172839506173,0.9518072289156626,1,data\is_prime__snip_07\original.py,data\is_prime__snip_07\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.930454039133695,0.18705035971223022,0.5108695652173914,0,data\fibonacci__snip_16\variant_3.py,data\max_in_list__snip_12\variant_4.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_01\original.py,data\is_prime__snip_01\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.08888888888888889,0.9353118266467881,0.37209302325581395,0.8695652173913043,0,data\is_palindrome__snip_08\variant_3.py,data\is_prime__snip_04\variant_1.py
0.6923076923076923,0.9836956521739131,0.46534653465346537,0.0,0.46153846153846156,0.8656716417910447,0.9964753344344788,0.9545454545454546,0.9130434782608695,1,data\fibonacci__snip_07\variant_2.py,data\fibonacci__snip_07\variant_3.py
0.0,0.0,0.0,0.3,0.0,0.17142857142857143,0.9512140694948299,0.3655913978494624,0.273972602739726,0,data\reverse_string__snip_19\variant_4.py,data\max_in_list__snip_04\variant_4.py
0.11764705882352941,0.3774549367769707,0.10588235294117647,0.0,0.0625,0.875,0.9977210972370191,0.9016393442622951,0.9365079365079365,1,data\is_palindrome__snip_17\variant_2.py,data\is_palindrome__snip_17\variant_4.py
0.0,0.0,0.0,0.2,0.0,0.21739130434782608,0.83624777717348,0.4,0.8918918918918919,0,data\fibonacci__snip_04\original.py,data\fibonacci__snip_02\variant_1.py
0.5384615384615384,0.954004329004329,0.38461538461538464,0.0,0.35,0.7941176470588235,0.9982724872943675,0.6395348837209303,0.9545454545454546,1,data\fibonacci__snip_07\variant_3.py,data\fibonacci__snip_07\variant_4.py
0.25,0.6,0.14285714285714285,0.0,0.1111111111111111,0.65625,0.9821861106333425,0.9,1.0,1,data\reverse_string__snip_02\variant_3.py,data\reverse_string__snip_02\variant_4.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.14130434782608695,0.9650276667450007,0.24434389140271492,0.6616541353383458,0,data\is_palindrome__snip_05\variant_1.py,data\fibonacci__snip_11\variant_3.py
0.0,0.0,0.0,0.3333333333333333,0.0,0.03571428571428571,0.86549213020238,0.30851063829787234,0.6068376068376068,0,data\fibonacci__snip_10\variant_1.py,data\fibonacci__snip_03\variant_2.py
0.0,0.0,0.0,0.25,0.0,0.056818181818181816,0.9311701998824957,0.20883534136546184,0.8175182481751825,0,data\is_palindrome__snip_05\variant_3.py,data\is_palindrome__snip_18\variant_1.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_20\original.py,data\is_prime__snip_20\variant_2.py
0.0,0.0,0.0,0.09090909090909091,0.0,0.13043478260869565,0.9463829232058154,0.40404040404040403,0.44525547445255476,0,data\reverse_string__snip_18\variant_4.py,data\is_palindrome__snip_03\original.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\is_prime__snip_03\variant_1.py,data\is_prime__snip_03\variant_4.py
0.0,0.0,0.0,0.25,0.0,0.06329113924050633,0.9027761468182514,0.384180790960452,0.3511450381679389,0,data\reverse_string__snip_07\variant_2.py,data\is_prime__snip_18\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1,data\max_in_list__snip_11\variant_2.py,data\max_in_list__snip_11\variant_4.py
0.7368421052631579,0.9596774193548387,0.5238095238095238,0.0,0.56,0.9130434782608695,1.0,0.9354838709677419,1.0,1,data\max_in_list__snip_16\variant_3.py,data\max_in_list__snip_16\variant_4.py
0.0,0.0,0.0,0.36363636363636365,0.0,0.14492753623188406,0.9639257442404684,0.4935064935064935,0.5247524752475248,0,data\reverse_string__snip_04\variant_4.py,data\reverse_string__snip_13\variant_2.py
0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.9964416924444865,0.7819548872180451,0.9850746268656716,1,data\max_in_list__snip_19\variant_2.py,data\max_in_list__snip_19\variant_3.py
0.8285714285714286,0.8648648648648649,0.6808510638297872,0.0,0.6904761904761905,0.7142857142857143,0.999673735725938,0.9819819819819819,1.0,1,data\fibonacci__snip_19\variant_2.py,data\fibonacci__snip_19\variant_3.py
0.7916666666666666,0.9015151515151515,0.6666666666666666,0.0,0.6551724137931034,0.7543859649122807,0.9995857497928748,0.9848484848484849,1.0,1,data\is_prime__snip_15\variant_2.py,data\is_prime__snip_15\variant_3.py
0.0,0.0,0.0,0.1111111111111111,0.0,0.06666666666666667,0.945114628075846,0.4603174603174603,0.4157303370786517,0,data\is_palindrome__snip_02\variant_2.py,data\fibonacci__snip_18\variant_2.py
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,data\reverse_string__snip_18\original.py,data\reverse_string__snip_18\variant_2.py
0.0,0.0,0.0,0.125,0.0,0.08571428571428572,0.9813531130373357,0.6349206349206349,0.9090909090909091,0,data\max_in_list__snip_10\variant_2.py,data\reverse_string__snip_03\original.py
0.0,0.0,0.0,0.0,0.0,0.16822429906542055,0.8805727376908946,0.5029239766081871,0.6132075471698113,0,data\is_prime__snip_13\variant_3.py,data\is_prime__snip_09\variant_2.py
0.0,0.0,0.0,0.35714285714285715,0.0,0.06896551724137931,0.8930911845186846,0.28421052631578947,0.4393939393939394,0,data\is_prime__snip_15\original.py,data\reverse_string__snip_08\variant_3.py
0.0,0.0,0.0,0.18181818181818182,0.0,0.07692307692307693,0.9342037012171419,0.3780487804878049,0.5045871559633027,0,data\reverse_string__snip_14\original.py,data\max_in_list__snip_03\variant_4.py
0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.9110199710694213,0.42857142857142855,0.6065573770491803,0,data\max_in_list__snip_09\variant_1.py,data\is_prime__snip_09\variant_1.py
0.0,0.0,0.0,0.3076923076923077,0.0,0.06818181818181818,0.9114415287540841,0.39572192513368987,0.3262411347517731,0,data\reverse_string__snip_07\variant_1.py,data\is_prime__snip_17\variant_4.py
0.26666666666666666,0.5040725657164014,0.07207207207207207,0.1,0.0851063829787234,0.15,0.985512091151202,0.6086956521739131,0.6576576576576577,0,data\reverse_string__snip_19\variant_2.py,data\fibonacci__snip_19\original.py
